ADDRESS,VACANT AS OF,WARD,DWELLING TYPE,DISTRICT,SALE REVIEW CATEGORY,CENSUS TRACT,MAP LOCATION
870 FULLER AVE,06/20/2014 12:00:00 AM,1,Single Family Residential,8,3,33500,"870 FULLER AVE
St Paul, MN
(44.953916, -93.136978)"
889 FULLER AVE,07/14/2011 12:00:00 AM,1,Single Family Residential,8,2,33500,"889 FULLER AVE
St Paul, MN
(44.95391, -93.137738)"
917 FULLER AVE,07/30/2014 12:00:00 AM,1,Single Family Residential,8,1,33500,"917 FULLER AVE
St Paul, MN
(44.953917, -93.13881)"
930 FULLER AVE,04/28/2011 12:00:00 AM,1,Single Family Residential,8,3,33500,"930 FULLER AVE
St Paul, MN
(44.953921, -93.139501)"
934 FULLER AVE,02/17/2015 12:00:00 AM,1,Single Family Residential,8,2,33500,"934 FULLER AVE
St Paul, MN
(44.953922, -93.139652)"
976 FULLER AVE,03/26/2015 12:00:00 AM,1,Single Family Residential,8,1,33500,"976 FULLER AVE
St Paul, MN
(44.953926, -93.141355)"
1020 FULLER AVE,10/18/2012 12:00:00 AM,1,Single Family Residential,8,1,33500,"1020 FULLER AVE
St Paul, MN
(44.953943, -93.143178)"
856 GALTIER ST,03/11/2014 12:00:00 AM,1,Single Family Residential,6,2,31300,"856 GALTIER ST
St Paul, MN
(44.96716, -93.111033)"
873 GALTIER ST,11/29/2012 12:00:00 AM,1,Duplex,6,2,31300,"873 GALTIER ST
St Paul, MN
(44.967632, -93.111031)"
876 GALTIER ST,02/12/2014 12:00:00 AM,1,Single Family Residential,6,2,31300,"876 GALTIER ST
St Paul, MN
(44.967551, -93.111031)"
1163 GALTIER ST,02/11/2013 12:00:00 AM,5,Single Family Residential,6,2,30800,"1163 GALTIER ST
St Paul, MN
(44.976233, -93.111035)"
1239 GALTIER ST,08/21/2008 12:00:00 AM,5,Single Family Residential,6,2,30800,"1239 GALTIER ST
St Paul, MN
(44.978512, -93.111024)"
69 GARFIELD ST,04/05/2010 12:00:00 AM,2,Single Family Residential,9,2,35900,"69 GARFIELD ST
St Paul, MN
(44.939281, -93.11355)"
33 GEORGE ST E,12/17/2013 12:00:00 AM,2,Mixed Use,3,2,37100,"33 GEORGE ST E
St Paul, MN
(44.929702, -93.083954)"
75 GEORGE ST E,11/18/2014 12:00:00 AM,2,Duplex,3,2,37100,"75 GEORGE ST E
St Paul, MN
(44.929705, -93.081876)"
82 GEORGE ST W,12/03/2013 12:00:00 AM,2,Single Family Residential,3,2,37100,"82 GEORGE ST W
St Paul, MN
(44.929677, -93.088839)"
147 GEORGE ST E,10/24/2014 12:00:00 AM,2,Single Family Residential,3,2,36100,"147 GEORGE ST E
St Paul, MN
(44.92972, -93.079521)"
335 GEORGE ST W,07/02/2013 12:00:00 AM,2,Multi-family Residential,3,2,37000,"335 GEORGE ST W
St Paul, MN
(44.929584, -93.09952)"
99 GERANIUM AVE W,08/06/2013 12:00:00 AM,5,Single Family Residential,6,2,30500,"99 GERANIUM AVE W
St Paul, MN
(44.975586, -93.104234)"
164 GERANIUM AVE W,12/08/2009 12:00:00 AM,5,Single Family Residential,6,2,30800,"164 GERANIUM AVE W
St Paul, MN
(44.975644, -93.106872)"
530 GERANIUM AVE E,08/31/2012 12:00:00 AM,5,Single Family Residential,5,2,30900,"530 GERANIUM AVE E
St Paul, MN
(44.975607, -93.078042)"
732 GERANIUM AVE E,12/17/2014 12:00:00 AM,6,Duplex,5,2,31000,"732 GERANIUM AVE E
St Paul, MN
(44.975661, -93.069723)"
880 GERANIUM AVE E,12/20/2012 12:00:00 AM,6,Single Family Residential,5,1,31100,"880 GERANIUM AVE E
St Paul, MN
(44.975725, -93.063231)"
956 GERANIUM AVE E,12/10/2013 12:00:00 AM,6,Duplex,5,2,31100,"956 GERANIUM AVE E
St Paul, MN
(44.975717, -93.060074)"
1102 GERANIUM AVE E,11/30/2011 12:00:00 AM,6,Single Family Residential,5,2,31100,"1102 GERANIUM AVE E
St Paul, MN
(44.975715, -93.054064)"
719 GLENDALE ST,01/15/2014 12:00:00 AM,4,Multi-family Residential,12,1,33200,"719 GLENDALE ST
St Paul, MN
(44.962092, -93.19882)"
451 GOODHUE ST,05/10/2011 12:00:00 AM,2,Single Family Residential,9,2,36900,"451 GOODHUE ST
St Paul, MN
(44.936331, -93.119028)"
337 GOODRICH AVE,04/05/2010 12:00:00 AM,2,Duplex,9,2,35900,"337 GOODRICH AVE
St Paul, MN
(44.937847, -93.114342)"
412 GOODRICH AVE,12/31/2014 12:00:00 AM,2,Single Family Residential,9,2,36900,"412 GOODRICH AVE
St Paul, MN
(44.937842, -93.117376)"
424 GOODRICH AVE,07/30/2014 12:00:00 AM,2,Duplex,9,3,36900,"424 GOODRICH AVE
St Paul, MN
(44.937842, -93.117836)"
892 GOODRICH AVE,09/14/2012 12:00:00 AM,2,Multi-family Residential,16,2,35700,"892 GOODRICH AVE
St Paul, MN
(44.937821, -93.137809)"
1755 GRACE LANE,08/08/2014 12:00:00 AM,7,Single Family Residential,1,2,37402,"1755 GRACE LANE
St Paul, MN
(44.942535, -93.026146)"
210 GRAND AVE,11/21/2012 12:00:00 AM,2,Commercial,9,3,35900,"210 GRAND AVE
St Paul, MN
(44.941316, -93.108831)"
1413 GRAND AVE,10/29/2014 12:00:00 AM,3,Single Family Residential,14,2,35200,"1413 GRAND AVE
St Paul, MN
(44.94006, -93.159986)"
1659 GRAND AVE,04/20/2015 12:00:00 AM,3,Mixed Use,14,2,35100,"1659 GRAND AVE
St Paul, MN
(44.940041, -93.169984)"
105 GRANITE ST,05/21/2012 12:00:00 AM,5,Single Family Residential,6,2,31400,"105 GRANITE ST
St Paul, MN
(44.966028, -93.095926)"
136 GRANITE ST,04/07/2014 12:00:00 AM,5,Single Family Residential,6,2,31400,"136 GRANITE ST
St Paul, MN
(44.965963, -93.094857)"
959 GREENBRIER ST,11/28/2007 12:00:00 AM,6,Duplex,5,2,31500,"959 GREENBRIER ST
St Paul, MN
(44.970133, -93.071003)"
224 GROTTO ST N,05/17/2011 12:00:00 AM,1,Single Family Residential,8,2,33900,"224 GROTTO ST N
St Paul, MN
(44.948032, -93.13137)"
226 GROTTO ST N,10/16/2013 12:00:00 AM,1,Single Family Residential,8,2,33900,"226 GROTTO ST N
St Paul, MN
(44.948089, -93.13137)"
1004 GROTTO ST N,06/21/2005 12:00:00 AM,5,Duplex,10,3,31200,"1004 GROTTO ST N
St Paul, MN
(44.971349, -93.131414)"
1100 GROTTO ST N,09/16/2014 12:00:00 AM,5,Single Family Residential,10,1,31200,"1100 GROTTO ST N
St Paul, MN
(44.97445, -93.131395)"
1515 HAGUE AVE,11/06/2012 12:00:00 AM,1,Duplex,13,2,35200,"1515 HAGUE AVE
St Paul, MN
(44.945773, -93.164079)"
1811 HAGUE AVE,05/23/2012 12:00:00 AM,4,Single Family Residential,13,2,35000,"1811 HAGUE AVE
St Paul, MN
(44.945774, -93.176754)"
665 HALL AVE,06/24/2014 12:00:00 AM,2,Single Family Residential,3,2,37200,"665 HALL AVE
St Paul, MN
(44.925845, -93.086585)"
675 HALL AVE,04/21/2015 12:00:00 AM,2,Single Family Residential,3,2,37200,"675 HALL AVE
St Paul, MN
(44.925551, -93.086583)"
1046 HANCOCK ST,09/25/2014 12:00:00 AM,7,Single Family Residential,4,2,34601,"1046 HANCOCK ST
St Paul, MN
(44.960554, -93.054668)"
326 HARRISON AVE,04/05/2010 12:00:00 AM,2,Single Family Residential,9,2,35900,"326 HARRISON AVE
St Paul, MN
(44.939595, -93.113901)"
1256 HARTFORD AVE,05/27/2014 12:00:00 AM,3,Single Family Residential,15,2,36600,"1256 HARTFORD AVE
St Paul, MN
(44.923324, -93.153293)"
80 HATCH AVE,04/10/2014 12:00:00 AM,5,Single Family Residential,6,1,31400,"80 HATCH AVE
St Paul, MN
(44.971128, -93.10337)"
403 HATCH AVE,05/15/2014 12:00:00 AM,5,Single Family Residential,6,2,30800,"403 HATCH AVE
St Paul, MN
(44.971063, -93.11716)"
404 HATCH AVE,12/12/2011 12:00:00 AM,5,Single Family Residential,6,2,31300,"404 HATCH AVE
St Paul, MN
(44.971063, -93.117214)"
465 HATCH AVE,07/08/2014 12:00:00 AM,5,Single Family Residential,6,2,30800,"465 HATCH AVE
St Paul, MN
(44.971047, -93.119789)"
882 HATCH AVE,03/30/2015 12:00:00 AM,5,Single Family Residential,10,2,31200,"882 HATCH AVE
St Paul, MN
(44.97132, -93.137371)"
992 HATCH AVE,12/23/2014 12:00:00 AM,5,Single Family Residential,10,2,31200,"992 HATCH AVE
St Paul, MN
(44.971321, -93.142067)"
699 HAWTHORNE AVE E,06/28/2011 12:00:00 AM,6,Duplex,5,3,31000,"699 HAWTHORNE AVE E
St Paul, MN
(44.978358, -93.070813)"
972 HAWTHORNE AVE E,05/20/2014 12:00:00 AM,6,Single Family Residential,5,1,31100,"972 HAWTHORNE AVE E
St Paul, MN
(44.978422, -93.059513)"
2002 HAWTHORNE AVE E,08/27/2014 12:00:00 AM,6,Single Family Residential,2,2,30702,"2002 HAWTHORNE AVE E
St Paul, MN
(44.97839, -93.015961)"
2160 HAWTHORNE AVE E,11/05/2012 12:00:00 AM,6,Single Family Residential,2,2,30702,"2160 HAWTHORNE AVE E
St Paul, MN
(44.980515, -93.00788)"
2164 HAWTHORNE AVE E,06/16/2014 12:00:00 AM,6,Single Family Residential,2,2,30702,"2164 HAWTHORNE AVE E
St Paul, MN
(44.980585, -93.007678)"
1441 HAZEL ST N,07/16/2013 12:00:00 AM,6,Single Family Residential,2,1,30702,"1441 HAZEL ST N
St Paul, MN
(44.984885, -93.020167)"
977 HAZELWOOD ST,11/01/2013 12:00:00 AM,6,Single Family Residential,2,2,31702,"977 HAZELWOOD ST
St Paul, MN
(44.970855, -93.035499)"
1349 HAZELWOOD ST,07/01/2014 12:00:00 AM,6,Single Family Residential,2,1,30704,"1349 HAZELWOOD ST
St Paul, MN
(44.981984, -93.035449)"
1242 HEWITT AVE,04/15/2014 12:00:00 AM,4,Single Family Residential,11,2,32300,"1242 HEWITT AVE
St Paul, MN
(44.966569, -93.15269)"
39 HILLTOP LANE,10/15/2013 12:00:00 AM,3,Single Family Residential,15,1,37500,"39 HILLTOP LANE
St Paul, MN
(44.907817, -93.175269)"
412 HOLLY AVE,09/05/2013 12:00:00 AM,1,Single Family Residential,8,2,35800,"412 HOLLY AVE
St Paul, MN
(44.943405, -93.11741)"
461 HOLLY AVE UNIT 1,03/26/2013 12:00:00 AM,1,Multi-family Residential,8,2,35500,"461 HOLLY AVE UNIT 1
St Paul, MN
(44.943404, -93.119578)"
342 HOPE ST,08/07/2014 12:00:00 AM,7,Single Family Residential,4,1,34500,"342 HOPE ST
St Paul, MN
(44.958591, -93.065857)"
497 HOPKINS ST,12/18/2012 12:00:00 AM,5,Duplex,5,2,33000,"497 HOPKINS ST
St Paul, MN
(44.958354, -93.079311)"
1377 HOYT AVE E,08/07/2014 12:00:00 AM,6,Single Family Residential,2,1,30703,"1377 HOYT AVE E
St Paul, MN
(44.988393, -93.042369)"
1853 HOYT AVE E,04/22/2015 12:00:00 AM,6,Single Family Residential,2,2,30702,"1853 HOYT AVE E
St Paul, MN
(44.988336, -93.022114)"
1125 HUBBARD AVE,03/29/2011 12:00:00 AM,4,Single Family Residential,11,2,32300,"1125 HUBBARD AVE
St Paul, MN
(44.965705, -93.147601)"
805 HUDSON ROAD,07/06/2012 12:00:00 AM,7,Commercial,4,2,34400,"805 HUDSON ROAD
St Paul, MN
(44.952357, -93.066948)"
847 HUDSON ROAD,08/10/1999 12:00:00 AM,7,Commercial,4,3,34400,"847 HUDSON ROAD
St Paul, MN
(44.952244, -93.06483)"
893 HUDSON ROAD,01/13/2015 12:00:00 AM,7,Duplex,4,2,34400,"893 HUDSON ROAD
St Paul, MN
(44.952231, -93.063003)"
959 HUDSON ROAD,06/25/2014 12:00:00 AM,7,Duplex,4,2,34500,"959 HUDSON ROAD
St Paul, MN
(44.952234, -93.059853)"
1332 HUDSON ROAD,07/24/2014 12:00:00 AM,7,Single Family Residential,4,1,34601,"1332 HUDSON ROAD
St Paul, MN
(44.952055, -93.044174)"
899 HYACINTH AVE E,09/19/2012 12:00:00 AM,6,Single Family Residential,5,2,31100,"899 HYACINTH AVE E
St Paul, MN
(44.980229, -93.062488)"
954 HYACINTH AVE E,07/28/2011 12:00:00 AM,6,Single Family Residential,5,2,31100,"954 HYACINTH AVE E
St Paul, MN
(44.980231, -93.060168)"
2060 HYACINTH AVE E,01/09/2015 12:00:00 AM,6,Single Family Residential,2,1,30702,"2060 HYACINTH AVE E
St Paul, MN
(44.980298, -93.013568)"
600 IDAHO AVE E,12/21/2010 12:00:00 AM,6,Single Family Residential,5,3,30602,"600 IDAHO AVE E
St Paul, MN
(44.990104, -93.075308)"
1860 IDAHO AVE E,02/03/2015 12:00:00 AM,6,Commercial,2,1,30702,"1860 IDAHO AVE E
St Paul, MN
(44.99016, -93.021487)"
690 IGLEHART AVE,06/26/2012 12:00:00 AM,1,Single Family Residential,8,2,33900,"690 IGLEHART AVE
St Paul, MN
(44.949433, -93.129447)"
830 IGLEHART AVE,03/22/2011 12:00:00 AM,1,Duplex,8,2,33800,"830 IGLEHART AVE
St Paul, MN
(44.949449, -93.135335)"
948 IGLEHART AVE,04/26/2013 12:00:00 AM,1,Single Family Residential,8,2,33800,"948 IGLEHART AVE
St Paul, MN
(44.949429, -93.140203)"
979 IGLEHART AVE,04/12/2008 12:00:00 AM,1,Single Family Residential,8,2,33800,"979 IGLEHART AVE
St Paul, MN
(44.949421, -93.141347)"
536 IOWA AVE E,06/24/2008 12:00:00 AM,5,Single Family Residential,5,2,30601,"536 IOWA AVE E
St Paul, MN
(44.989171, -93.078131)"
771 IOWA AVE W,07/22/2011 12:00:00 AM,5,Single Family Residential,10,2,30300,"771 IOWA AVE W
St Paul, MN
(44.989128, -93.132428)"
1889 IOWA AVE E,08/15/2013 12:00:00 AM,6,Single Family Residential,2,2,30702,"1889 IOWA AVE E
St Paul, MN
(44.989255, -93.020552)"
911 IVY AVE E,07/31/2013 12:00:00 AM,6,Single Family Residential,5,1,30602,"911 IVY AVE E
St Paul, MN
(44.981147, -93.062098)"
1915 IVY AVE E,10/16/2012 12:00:00 AM,6,Single Family Residential,2,2,30702,"1915 IVY AVE E
St Paul, MN
(44.981109, -93.019435)"
1945 IVY AVE E,03/06/2009 12:00:00 AM,6,Multi-family Residential,2,2,30702,"1945 IVY AVE E
St Paul, MN
(44.981114, -93.018371)"
756 JACKSON ST,01/08/2015 12:00:00 AM,5,Commercial,6,1,31400,"756 JACKSON ST
St Paul, MN
(44.96413, -93.09791)"
690 JAMES AVE,02/27/2015 12:00:00 AM,2,Single Family Residential,9,1,36800,"690 JAMES AVE
St Paul, MN
(44.92771, -93.128962)"
943 JAMES AVE,10/15/2014 12:00:00 AM,2,Single Family Residential,9,2,36700,"943 JAMES AVE
St Paul, MN
(44.927728, -93.139918)"
993 JAMES AVE,06/21/2012 12:00:00 AM,2,Single Family Residential,9,2,36700,"993 JAMES AVE
St Paul, MN
(44.927752, -93.142167)"
989 JAMESON ST,08/07/2014 12:00:00 AM,5,Single Family Residential,10,2,31200,"989 JAMESON ST
St Paul, MN
(44.970955, -93.132388)"
1443 JEFFERSON AVE,06/06/2014 12:00:00 AM,3,Single Family Residential,14,2,36500,"1443 JEFFERSON AVE
St Paul, MN
(44.930618, -93.161124)"
351 JENKS AVE,06/10/2013 12:00:00 AM,5,Single Family Residential,5,2,30900,"351 JENKS AVE
St Paul, MN
(44.971, -93.085638)"
720 JENKS AVE,08/02/2011 12:00:00 AM,6,Single Family Residential,5,2,31000,"720 JENKS AVE
St Paul, MN
(44.971172, -93.070208)"
971 JENKS AVE,03/10/2010 12:00:00 AM,6,Single Family Residential,5,1,31600,"971 JENKS AVE
St Paul, MN
(44.971235, -93.059457)"
1087 JENKS AVE,11/19/2014 12:00:00 AM,6,Single Family Residential,5,1,31600,"1087 JENKS AVE
St Paul, MN
(44.971238, -93.054575)"
35 JESSAMINE AVE E,11/06/2013 12:00:00 AM,5,Single Family Residential,6,2,30500,"35 JESSAMINE AVE E
St Paul, MN
(44.974693, -93.099583)"
61 JESSAMINE AVE W,05/13/2010 12:00:00 AM,5,Duplex,6,2,30500,"61 JESSAMINE AVE W
St Paul, MN
(44.974679, -93.102575)"
84 JESSAMINE AVE W,08/22/2014 12:00:00 AM,5,Single Family Residential,6,2,30500,"84 JESSAMINE AVE W
St Paul, MN
(44.974681, -93.103523)"
129 JESSAMINE AVE E,07/19/2013 12:00:00 AM,5,Duplex,6,2,30500,"129 JESSAMINE AVE E
St Paul, MN
(44.974691, -93.095175)"
391 JESSAMINE AVE E,09/18/2014 12:00:00 AM,5,Single Family Residential,5,2,30900,"391 JESSAMINE AVE E
St Paul, MN
(44.974622, -93.083901)"
595 JESSAMINE AVE E,02/11/2015 12:00:00 AM,6,Duplex,5,1,31000,"595 JESSAMINE AVE E
St Paul, MN
(44.974735, -93.075267)"
599 JESSAMINE AVE E,02/11/2015 12:00:00 AM,6,Single Family Residential,5,1,31000,"599 JESSAMINE AVE E
St Paul, MN
(44.974736, -93.075069)"
621 JESSAMINE AVE E,07/31/2014 12:00:00 AM,6,Single Family Residential,5,2,31000,"621 JESSAMINE AVE E
St Paul, MN
(44.974751, -93.074357)"
623 JESSAMINE AVE E,08/28/2013 12:00:00 AM,6,Single Family Residential,5,2,31000,"623 JESSAMINE AVE E
St Paul, MN
(44.974754, -93.07423)"
653 JESSAMINE AVE E,08/19/2011 12:00:00 AM,6,Single Family Residential,5,2,31000,"653 JESSAMINE AVE E
St Paul, MN
(44.974768, -93.072921)"
678 JESSAMINE AVE E,03/20/2012 12:00:00 AM,6,Duplex,5,2,31000,"678 JESSAMINE AVE E
St Paul, MN
(44.974763, -93.071984)"
745 JESSAMINE AVE E,12/05/2012 12:00:00 AM,6,Single Family Residential,5,2,31000,"745 JESSAMINE AVE E
St Paul, MN
(44.974763, -93.069005)"
755 JESSAMINE AVE E,03/07/2014 12:00:00 AM,6,Single Family Residential,5,2,31000,"755 JESSAMINE AVE E
St Paul, MN
(44.974772, -93.068544)"
914 JESSAMINE AVE E,06/08/2009 12:00:00 AM,6,Duplex,5,2,31100,"914 JESSAMINE AVE E
St Paul, MN
(44.974811, -93.062)"
948 JESSAMINE AVE E,09/24/2014 12:00:00 AM,6,Single Family Residential,5,1,31100,"948 JESSAMINE AVE E
St Paul, MN
(44.974817, -93.060383)"
977 JESSAMINE AVE E,09/13/2011 12:00:00 AM,6,Duplex,5,2,31100,"977 JESSAMINE AVE E
St Paul, MN
(44.974816, -93.059297)"
981 JESSAMINE AVE E,01/07/2015 12:00:00 AM,6,Duplex,5,2,31100,"981 JESSAMINE AVE E
St Paul, MN
(44.974816, -93.059143)"
990 JESSAMINE AVE E,04/29/2015 12:00:00 AM,6,Duplex,5,1,31100,"990 JESSAMINE AVE E
St Paul, MN
(44.974815, -93.058722)"
845 JESSIE ST,02/11/2015 12:00:00 AM,5,Single Family Residential,5,2,31500,"845 JESSIE ST
St Paul, MN
(44.96687, -93.07731)"
1019 JESSIE ST,10/09/2014 12:00:00 AM,5,Single Family Residential,5,2,30900,"1019 JESSIE ST
St Paul, MN
(44.97183, -93.077331)"
1023 JESSIE ST,12/09/2004 12:00:00 AM,5,Duplex,5,2,30900,"1023 JESSIE ST
St Paul, MN
(44.972141, -93.077328)"
1215 JESSIE ST,10/24/2014 12:00:00 AM,5,Single Family Residential,5,1,30900,"1215 JESSIE ST
St Paul, MN
(44.977915, -93.077334)"
324 JOHNSON PKWY,12/09/2009 12:00:00 AM,7,Commercial,4,1,34601,"324 JOHNSON PKWY
St Paul, MN
(44.950996, -93.047691)"
797 JUNO AVE,04/03/2015 12:00:00 AM,2,Single Family Residential,9,1,36800,"797 JUNO AVE
St Paul, MN
(44.92589, -93.133587)"
955 JUNO AVE,10/02/2014 12:00:00 AM,2,Single Family Residential,9,2,36700,"955 JUNO AVE
St Paul, MN
(44.925919, -93.140591)"
0 KELLOGG BLVD E,01/11/2013 12:00:00 AM,2,Commercial,4,2,34400,"0 KELLOGG BLVD E
St Paul, MN
"
1159 KENNARD ST,06/18/2014 12:00:00 AM,6,Single Family Residential,2,2,31702,"1159 KENNARD ST
St Paul, MN
(44.976317, -93.030394)"
1251 KENNARD ST,04/15/2015 12:00:00 AM,6,Single Family Residential,2,1,30704,"1251 KENNARD ST
St Paul, MN
(44.979025, -93.03038)"
503 KENNY ROAD,02/25/2011 12:00:00 AM,5,Duplex,5,2,33000,"503 KENNY ROAD
St Paul, MN
(44.957289, -93.078957)"
633 KENT ST,09/05/2014 12:00:00 AM,1,Single Family Residential,7,2,32600,"633 KENT ST
St Paul, MN
(44.960408, -93.123818)"
1050 KENT ST,04/20/2009 12:00:00 AM,5,Commercial,6,2,30800,"1050 KENT ST
St Paul, MN
(44.973262, -93.123823)"
1088 KENT ST,04/17/2012 12:00:00 AM,5,Single Family Residential,6,2,30800,"1088 KENT ST
St Paul, MN
(44.973878, -93.123808)"
1295 KENT ST,12/18/2013 12:00:00 AM,5,Single Family Residential,6,2,30400,"1295 KENT ST
St Paul, MN
(44.980203, -93.123727)"
106 KING ST E,05/01/2013 12:00:00 AM,2,Single Family Residential,3,2,37200,"106 KING ST E
St Paul, MN
(44.927987, -93.080361)"
363 KING ST W,04/06/2015 12:00:00 AM,2,Single Family Residential,3,1,37000,"363 KING ST W
St Paul, MN
(44.927585, -93.100895)"
383 KING ST W,08/23/2007 12:00:00 AM,2,Multi-family Residential,3,2,37000,"383 KING ST W
St Paul, MN
(44.927578, -93.101518)"
2101 KNAPP ST,10/06/2011 12:00:00 AM,4,Multi-family Residential,12,2,30100,"2101 KNAPP ST
St Paul, MN
(44.979645, -93.189258)"
1792 LACROSSE AVE,08/11/2014 12:00:00 AM,6,Single Family Residential,2,1,31801,"1792 LACROSSE AVE
St Paul, MN
(44.971194, -93.024613)"
1897 LACROSSE AVE,02/20/2014 12:00:00 AM,6,Multi-family Residential,2,2,31801,"1897 LACROSSE AVE
St Paul, MN
(44.971176, -93.020492)"
600 LAFAYETTE ROAD,05/16/2013 12:00:00 AM,5,Commercial,5,1,33000,"600 LAFAYETTE ROAD
St Paul, MN
(44.959515, -93.082718)"
271 LAFOND AVE,03/26/2015 12:00:00 AM,1,Single Family Residential,7,1,32700,"271 LAFOND AVE
St Paul, MN
(44.96042, -93.111507)"
605 LAFOND AVE,01/27/2014 12:00:00 AM,1,Single Family Residential,7,2,32600,"605 LAFOND AVE
St Paul, MN
(44.960242, -93.125689)"
645 LAFOND AVE,04/10/2006 12:00:00 AM,1,Single Family Residential,7,2,32400,"645 LAFOND AVE
St Paul, MN
(44.96024, -93.127501)"
671 LAFOND AVE,01/05/2015 12:00:00 AM,1,Duplex,7,2,32400,"671 LAFOND AVE
St Paul, MN
(44.960242, -93.128437)"
776 LAFOND AVE,11/25/2008 12:00:00 AM,1,Duplex,7,2,32500,"776 LAFOND AVE
St Paul, MN
(44.960241, -93.133014)"
1072 LAFOND AVE,06/01/2012 12:00:00 AM,1,Single Family Residential,7,2,32500,"1072 LAFOND AVE
St Paul, MN
(44.960273, -93.14535)"
1082 LAFOND AVE,04/22/2015 12:00:00 AM,1,Single Family Residential,7,2,32500,"1082 LAFOND AVE
St Paul, MN
(44.960275, -93.14572)"
1191 LAFOND AVE,03/09/2015 12:00:00 AM,4,Single Family Residential,11,2,32300,"1191 LAFOND AVE
St Paul, MN
(44.960259, -93.150441)"
1245 LAFOND AVE,11/04/2014 12:00:00 AM,4,Single Family Residential,11,2,32300,"1245 LAFOND AVE
St Paul, MN
(44.960224, -93.152837)"
1553 LAFOND AVE,03/04/2014 12:00:00 AM,4,Single Family Residential,11,2,32100,"1553 LAFOND AVE
St Paul, MN
(44.960179, -93.166006)"
1698 LAFOND AVE,02/02/2011 12:00:00 AM,4,Single Family Residential,11,2,32000,"1698 LAFOND AVE
St Paul, MN
(44.960147, -93.171907)"
1740 LARPENTEUR AVE E,07/10/2012 12:00:00 AM,6,Single Family Residential,2,1,30703,"1740 LARPENTEUR AVE E
St Paul, MN
(44.991927, -93.02685)"
466 LAUREL AVE,05/03/2000 12:00:00 AM,1,Single Family Residential,8,3,35500,"466 LAUREL AVE
St Paul, MN
(44.945417, -93.119779)"
111 LAWSON AVE E,02/06/2013 12:00:00 AM,5,Single Family Residential,6,2,31400,"111 LAWSON AVE E
St Paul, MN
(44.971969, -93.095751)"
116 LAWSON AVE E,03/06/2012 12:00:00 AM,5,Single Family Residential,6,2,31400,"116 LAWSON AVE E
St Paul, MN
(44.971968, -93.09559)"
116 LAWSON AVE W,09/26/2014 12:00:00 AM,5,Single Family Residential,6,2,31400,"116 LAWSON AVE W
St Paul, MN
(44.972029, -93.104919)"
490 LAWSON AVE W,11/03/2010 12:00:00 AM,5,Single Family Residential,6,2,30800,"490 LAWSON AVE W
St Paul, MN
(44.971998, -93.120799)"
854 LAWSON AVE E,03/27/2015 12:00:00 AM,6,Duplex,5,2,31600,"854 LAWSON AVE E
St Paul, MN
(44.972101, -93.064495)"
1026 LAWSON AVE E,10/18/2012 12:00:00 AM,6,Single Family Residential,5,2,31600,"1026 LAWSON AVE E
St Paul, MN
(44.9721, -93.057233)"
752 LEXINGTON PKWY N,11/25/2013 12:00:00 AM,1,Single Family Residential,7,1,32400,"752 LEXINGTON PKWY N
St Paul, MN
(44.964089, -93.146524)"
762 LIGHTNER PLACE,02/05/2014 12:00:00 AM,1,Single Family Residential,6,2,31400,"762 LIGHTNER PLACE
St Paul, MN
(44.964258, -93.099698)"
920 LINCOLN AVE,11/19/2014 12:00:00 AM,2,Single Family Residential,16,2,35700,"920 LINCOLN AVE
St Paul, MN
(44.938898, -93.139169)"
726 LIVINGSTON AVE,06/20/2013 12:00:00 AM,2,Single Family Residential,3,2,37200,"726 LIVINGSTON AVE
St Paul, MN
(44.924061, -93.082156)"
787 LIVINGSTON AVE,10/15/2014 12:00:00 AM,2,Single Family Residential,3,2,37200,"787 LIVINGSTON AVE
St Paul, MN
(44.922403, -93.082135)"
1036 LOEB ST,03/03/2014 12:00:00 AM,5,Single Family Residential,6,2,30800,"1036 LOEB ST
St Paul, MN
(44.972497, -93.125073)"
122 LYTON PLACE,01/07/2014 12:00:00 AM,1,Duplex,6,2,31400,"122 LYTON PLACE
St Paul, MN
(44.965602, -93.105192)"
1030 MACKUBIN ST,01/29/2015 12:00:00 AM,5,Single Family Residential,6,1,30800,"1030 MACKUBIN ST
St Paul, MN
(44.972428, -93.121201)"
1128 MACKUBIN ST,05/05/2009 12:00:00 AM,5,Duplex,6,2,30800,"1128 MACKUBIN ST
St Paul, MN
(44.975315, -93.121232)"
1275 MACKUBIN ST,09/10/2014 12:00:00 AM,5,Single Family Residential,6,1,30400,"1275 MACKUBIN ST
St Paul, MN
(44.979653, -93.121214)"
1487 MACKUBIN ST,02/27/2014 12:00:00 AM,5,Single Family Residential,6,1,30400,"1487 MACKUBIN ST
St Paul, MN
(44.985962, -93.121085)"
27 MAGNOLIA AVE E,05/29/2014 12:00:00 AM,5,Single Family Residential,6,2,30500,"27 MAGNOLIA AVE E
St Paul, MN
(44.973805, -93.100052)"
71 MAGNOLIA AVE E,12/18/2012 12:00:00 AM,5,Single Family Residential,6,2,30500,"71 MAGNOLIA AVE E
St Paul, MN
(44.973798, -93.097774)"
380 MAGNOLIA AVE E,07/13/2012 12:00:00 AM,5,Single Family Residential,5,2,30900,"380 MAGNOLIA AVE E
St Paul, MN
(44.973724, -93.084333)"
665 MAGNOLIA AVE E,08/12/2013 12:00:00 AM,6,Single Family Residential,5,2,31000,"665 MAGNOLIA AVE E
St Paul, MN
(44.973862, -93.072451)"
